Country/Region,Date,Confirmed,Deaths,Recovered
Guyana,5-2-20,0,0,0
Haiti,5-2-20,0,0,0
Holy See,5-2-20,0,0,0
Honduras,5-2-20,0,0,0
Hungary,5-2-20,0,0,0
Iceland,5-2-20,0,0,0
India,5-2-20,3,0,0
Indonesia,5-2-20,0,0,0
Iran,5-2-20,0,0,0
Iraq,5-2-20,0,0,0
Ireland,5-2-20,0,0,0
Israel,5-2-20,0,0,0
Italy,5-2-20,2,0,0
Jamaica,5-2-20,0,0,0
Japan,5-2-20,22,0,1
Jordan,5-2-20,0,0,0
Kazakhstan,5-2-20,0,0,0
Kenya,5-2-20,0,0,0
South Korea,5-2-20,19,0,0
Kuwait,5-2-20,0,0,0
Kyrgyzstan,5-2-20,0,0,0
Latvia,5-2-20,0,0,0
Lebanon,5-2-20,0,0,0
Liberia,5-2-20,0,0,0
Liechtenstein,5-2-20,0,0,0
Lithuania,5-2-20,0,0,0
Luxembourg,5-2-20,0,0,0
Madagascar,5-2-20,0,0,0
Malaysia,5-2-20,12,0,0
Maldives,5-2-20,0,0,0
Malta,5-2-20,0,0,0
Mauritania,5-2-20,0,0,0
Mauritius,5-2-20,0,0,0
Mexico,5-2-20,0,0,0
Moldova,5-2-20,0,0,0
Monaco,5-2-20,0,0,0
Mongolia,5-2-20,0,0,0
Montenegro,5-2-20,0,0,0
Morocco,5-2-20,0,0,0
Namibia,5-2-20,0,0,0
Nepal,5-2-20,1,0,0
New Zealand,5-2-20,0,0,0
Nicaragua,5-2-20,0,0,0
Niger,5-2-20,0,0,0
Nigeria,5-2-20,0,0,0
North Macedonia,5-2-20,0,0,0
Norway,5-2-20,0,0,0
Oman,5-2-20,0,0,0
Pakistan,5-2-20,0,0,0
Panama,5-2-20,0,0,0
Papua New Guinea,5-2-20,0,0,0
Paraguay,5-2-20,0,0,0
Peru,5-2-20,0,0,0
Philippines,5-2-20,2,1,0
Poland,5-2-20,0,0,0
Portugal,5-2-20,0,0,0
Qatar,5-2-20,0,0,0
Romania,5-2-20,0,0,0
Russia,5-2-20,2,0,0
Rwanda,5-2-20,0,0,0
Saint Lucia,5-2-20,0,0,0
Saint Vincent and the Grenadines,5-2-20,0,0,0
San Marino,5-2-20,0,0,0
Saudi Arabia,5-2-20,0,0,0
Senegal,5-2-20,0,0,0
Serbia,5-2-20,0,0,0
Seychelles,5-2-20,0,0,0
Singapore,5-2-20,28,0,0
Slovakia,5-2-20,0,0,0
Slovenia,5-2-20,0,0,0
Somalia,5-2-20,0,0,0
South Africa,5-2-20,0,0,0
Spain,5-2-20,1,0,0
Sri Lanka,5-2-20,1,0,0
Sudan,5-2-20,0,0,0
Suriname,5-2-20,0,0,0
Sweden,5-2-20,1,0,0
Switzerland,5-2-20,0,0,0
Taiwan*,5-2-20,11,0,0
Tanzania,5-2-20,0,0,0
Thailand,5-2-20,25,0,5
Togo,5-2-20,0,0,0
Trinidad and Tobago,5-2-20,0,0,0
Tunisia,5-2-20,0,0,0
Turkey,5-2-20,0,0,0
Uganda,5-2-20,0,0,0
Ukraine,5-2-20,0,0,0
United Arab Emirates,5-2-20,5,0,0
Uruguay,5-2-20,0,0,0
US,5-2-20,11,0,0
Uzbekistan,5-2-20,0,0,0
Venezuela,5-2-20,0,0,0
Vietnam,5-2-20,8,0,1
Zambia,5-2-20,0,0,0
Zimbabwe,5-2-20,0,0,0
Dominica,5-2-20,0,0,0
Grenada,5-2-20,0,0,0
Mozambique,5-2-20,0,0,0
Syria,5-2-20,0,0,0
Timor-Leste,5-2-20,0,0,0
Belize,5-2-20,0,0,0
Laos,5-2-20,0,0,0
Libya,5-2-20,0,0,0
West Bank and Gaza,5-2-20,0,0,0
Guinea-Bissau,5-2-20,0,0,0
Mali,5-2-20,0,0,0
Saint Kitts and Nevis,5-2-20,0,0,0
Kosovo,5-2-20,0,0,0
Burma,5-2-20,0,0,0
MS Zaandam,5-2-20,0,0,0
Botswana,5-2-20,0,0,0
Burundi,5-2-20,0,0,0
Sierra Leone,5-2-20,0,0,0
Malawi,5-2-20,0,0,0
Australia,6-2-20,14,0,2
Canada,6-2-20,5,0,0
China,6-2-20,30587,633,1477
Denmark,6-2-20,0,0,0
France,6-2-20,6,0,0
Netherlands,6-2-20,0,0,0
United Kingdom,6-2-20,2,0,0
Afghanistan,6-2-20,0,0,0
Albania,6-2-20,0,0,0
Algeria,6-2-20,0,0,0
Andorra,6-2-20,0,0,0
Angola,6-2-20,0,0,0
Antigua and Barbuda,6-2-20,0,0,0
Argentina,6-2-20,0,0,0
Armenia,6-2-20,0,0,0
Austria,6-2-20,0,0,0
Azerbaijan,6-2-20,0,0,0
Bahamas,6-2-20,0,0,0
Bahrain,6-2-20,0,0,0
Bangladesh,6-2-20,0,0,0
Barbados,6-2-20,0,0,0
Belarus,6-2-20,0,0,0
Belgium,6-2-20,1,0,0
Benin,6-2-20,0,0,0
Bhutan,6-2-20,0,0,0
Bolivia,6-2-20,0,0,0
Bosnia and Herzegovina,6-2-20,0,0,0
Brazil,6-2-20,0,0,0
Brunei,6-2-20,0,0,0
Bulgaria,6-2-20,0,0,0
Burkina Faso,6-2-20,0,0,0
Cabo Verde,6-2-20,0,0,0
Cambodia,6-2-20,1,0,0
Cameroon,6-2-20,0,0,0
Central African Republic,6-2-20,0,0,0
Chad,6-2-20,0,0,0
Chile,6-2-20,0,0,0
Colombia,6-2-20,0,0,0
Congo (Brazzaville),6-2-20,0,0,0
Congo (Kinshasa),6-2-20,0,0,0
Costa Rica,6-2-20,0,0,0
Cote d'Ivoire,6-2-20,0,0,0
Croatia,6-2-20,0,0,0
Diamond Princess,6-2-20,0,0,0
Cuba,6-2-20,0,0,0
Cyprus,6-2-20,0,0,0
Czechia,6-2-20,0,0,0
Djibouti,6-2-20,0,0,0
Dominican Republic,6-2-20,0,0,0
Ecuador,6-2-20,0,0,0
Egypt,6-2-20,0,0,0
El Salvador,6-2-20,0,0,0
Equatorial Guinea,6-2-20,0,0,0
Eritrea,6-2-20,0,0,0
Estonia,6-2-20,0,0,0
Eswatini,6-2-20,0,0,0
Ethiopia,6-2-20,0,0,0
Fiji,6-2-20,0,0,0
Finland,6-2-20,1,0,0
Gabon,6-2-20,0,0,0
Gambia,6-2-20,0,0,0
Georgia,6-2-20,0,0,0
Germany,6-2-20,12,0,0
Ghana,6-2-20,0,0,0
Greece,6-2-20,0,0,0
Guatemala,6-2-20,0,0,0
Guinea,6-2-20,0,0,0
Guyana,6-2-20,0,0,0
Haiti,6-2-20,0,0,0
Holy See,6-2-20,0,0,0
Honduras,6-2-20,0,0,0
Hungary,6-2-20,0,0,0
Iceland,6-2-20,0,0,0
India,6-2-20,3,0,0
Indonesia,6-2-20,0,0,0
Iran,6-2-20,0,0,0
Iraq,6-2-20,0,0,0
Ireland,6-2-20,0,0,0
Israel,6-2-20,0,0,0
Italy,6-2-20,2,0,0
Jamaica,6-2-20,0,0,0
Japan,6-2-20,22,0,1
Jordan,6-2-20,0,0,0
Kazakhstan,6-2-20,0,0,0
Kenya,6-2-20,0,0,0
South Korea,6-2-20,23,0,0
Kuwait,6-2-20,0,0,0
Kyrgyzstan,6-2-20,0,0,0
Latvia,6-2-20,0,0,0
Lebanon,6-2-20,0,0,0
Liberia,6-2-20,0,0,0
Liechtenstein,6-2-20,0,0,0
Lithuania,6-2-20,0,0,0
Luxembourg,6-2-20,0,0,0
Madagascar,6-2-20,0,0,0
Malaysia,6-2-20,12,0,0
Maldives,6-2-20,0,0,0
Malta,6-2-20,0,0,0
Mauritania,6-2-20,0,0,0
Mauritius,6-2-20,0,0,0
Mexico,6-2-20,0,0,0
Moldova,6-2-20,0,0,0
Monaco,6-2-20,0,0,0
Mongolia,6-2-20,0,0,0
Montenegro,6-2-20,0,0,0
Morocco,6-2-20,0,0,0
Namibia,6-2-20,0,0,0
Nepal,6-2-20,1,0,0
New Zealand,6-2-20,0,0,0
Nicaragua,6-2-20,0,0,0
Niger,6-2-20,0,0,0
Nigeria,6-2-20,0,0,0
North Macedonia,6-2-20,0,0,0
Norway,6-2-20,0,0,0
Oman,6-2-20,0,0,0
Pakistan,6-2-20,0,0,0
Panama,6-2-20,0,0,0
Papua New Guinea,6-2-20,0,0,0
Paraguay,6-2-20,0,0,0
Peru,6-2-20,0,0,0
Philippines,6-2-20,2,1,0
Poland,6-2-20,0,0,0
Portugal,6-2-20,0,0,0
Qatar,6-2-20,0,0,0
Romania,6-2-20,0,0,0
Russia,6-2-20,2,0,0
Rwanda,6-2-20,0,0,0
Saint Lucia,6-2-20,0,0,0
Saint Vincent and the Grenadines,6-2-20,0,0,0
San Marino,6-2-20,0,0,0
Saudi Arabia,6-2-20,0,0,0
Senegal,6-2-20,0,0,0
Serbia,6-2-20,0,0,0
Seychelles,6-2-20,0,0,0
Singapore,6-2-20,28,0,0
Slovakia,6-2-20,0,0,0
Slovenia,6-2-20,0,0,0
Somalia,6-2-20,0,0,0
South Africa,6-2-20,0,0,0
Spain,6-2-20,1,0,0
Sri Lanka,6-2-20,1,0,0
Sudan,6-2-20,0,0,0
Suriname,6-2-20,0,0,0
Sweden,6-2-20,1,0,0
Switzerland,6-2-20,0,0,0
Taiwan*,6-2-20,16,0,1
Tanzania,6-2-20,0,0,0
Thailand,6-2-20,25,0,5
Togo,6-2-20,0,0,0
Trinidad and Tobago,6-2-20,0,0,0
Tunisia,6-2-20,0,0,0
Turkey,6-2-20,0,0,0
Uganda,6-2-20,0,0,0
Ukraine,6-2-20,0,0,0
United Arab Emirates,6-2-20,5,0,0
Uruguay,6-2-20,0,0,0
US,6-2-20,11,0,0
Uzbekistan,6-2-20,0,0,0
Venezuela,6-2-20,0,0,0
Vietnam,6-2-20,10,0,1
Zambia,6-2-20,0,0,0
Zimbabwe,6-2-20,0,0,0
Dominica,6-2-20,0,0,0
Grenada,6-2-20,0,0,0
Mozambique,6-2-20,0,0,0
Syria,6-2-20,0,0,0
Timor-Leste,6-2-20,0,0,0
Belize,6-2-20,0,0,0
Laos,6-2-20,0,0,0
Libya,6-2-20,0,0,0
West Bank and Gaza,6-2-20,0,0,0
Guinea-Bissau,6-2-20,0,0,0
Mali,6-2-20,0,0,0
Saint Kitts and Nevis,6-2-20,0,0,0
Kosovo,6-2-20,0,0,0
Burma,6-2-20,0,0,0
MS Zaandam,6-2-20,0,0,0
Botswana,6-2-20,0,0,0
Burundi,6-2-20,0,0,0
Sierra Leone,6-2-20,0,0,0
Malawi,6-2-20,0,0,0
Australia,7-2-20,15,0,2
Canada,7-2-20,7,0,0
China,7-2-20,34110,718,1999
Denmark,7-2-20,0,0,0
France,7-2-20,6,0,0
Netherlands,7-2-20,0,0,0
United Kingdom,7-2-20,3,0,0
Afghanistan,7-2-20,0,0,0
Albania,7-2-20,0,0,0
Algeria,7-2-20,0,0,0
Andorra,7-2-20,0,0,0
Angola,7-2-20,0,0,0
Antigua and Barbuda,7-2-20,0,0,0
Argentina,7-2-20,0,0,0
Armenia,7-2-20,0,0,0
Austria,7-2-20,0,0,0
Azerbaijan,7-2-20,0,0,0
Bahamas,7-2-20,0,0,0
Bahrain,7-2-20,0,0,0
Bangladesh,7-2-20,0,0,0
Barbados,7-2-20,0,0,0
Belarus,7-2-20,0,0,0
Belgium,7-2-20,1,0,0
Benin,7-2-20,0,0,0
Bhutan,7-2-20,0,0,0
Bolivia,7-2-20,0,0,0
Bosnia and Herzegovina,7-2-20,0,0,0
Brazil,7-2-20,0,0,0
Brunei,7-2-20,0,0,0
Bulgaria,7-2-20,0,0,0
Burkina Faso,7-2-20,0,0,0
Cabo Verde,7-2-20,0,0,0
Cambodia,7-2-20,1,0,0
Cameroon,7-2-20,0,0,0
Central African Republic,7-2-20,0,0,0
Chad,7-2-20,0,0,0
Chile,7-2-20,0,0,0
Colombia,7-2-20,0,0,0
Congo (Brazzaville),7-2-20,0,0,0
Congo (Kinshasa),7-2-20,0,0,0
Costa Rica,7-2-20,0,0,0
Cote d'Ivoire,7-2-20,0,0,0
Croatia,7-2-20,0,0,0
Diamond Princess,7-2-20,61,0,0
Cuba,7-2-20,0,0,0
Cyprus,7-2-20,0,0,0
Czechia,7-2-20,0,0,0
Djibouti,7-2-20,0,0,0
Dominican Republic,7-2-20,0,0,0
Ecuador,7-2-20,0,0,0
Egypt,7-2-20,0,0,0
El Salvador,7-2-20,0,0,0
Equatorial Guinea,7-2-20,0,0,0
Eritrea,7-2-20,0,0,0
Estonia,7-2-20,0,0,0
Eswatini,7-2-20,0,0,0
Ethiopia,7-2-20,0,0,0
Fiji,7-2-20,0,0,0
Finland,7-2-20,1,0,0
Gabon,7-2-20,0,0,0
Gambia,7-2-20,0,0,0
Georgia,7-2-20,0,0,0
Germany,7-2-20,13,0,0
Ghana,7-2-20,0,0,0
Greece,7-2-20,0,0,0
Guatemala,7-2-20,0,0,0
Guinea,7-2-20,0,0,0
Guyana,7-2-20,0,0,0
Haiti,7-2-20,0,0,0
Holy See,7-2-20,0,0,0
Honduras,7-2-20,0,0,0
Hungary,7-2-20,0,0,0
Iceland,7-2-20,0,0,0
India,7-2-20,3,0,0
Indonesia,7-2-20,0,0,0
Iran,7-2-20,0,0,0
Iraq,7-2-20,0,0,0
Ireland,7-2-20,0,0,0
Israel,7-2-20,0,0,0
Italy,7-2-20,3,0,0
Jamaica,7-2-20,0,0,0
Japan,7-2-20,25,0,1
Jordan,7-2-20,0,0,0
Kazakhstan,7-2-20,0,0,0
Kenya,7-2-20,0,0,0
South Korea,7-2-20,24,0,1
Kuwait,7-2-20,0,0,0
Kyrgyzstan,7-2-20,0,0,0
Latvia,7-2-20,0,0,0
Lebanon,7-2-20,0,0,0
Liberia,7-2-20,0,0,0
Liechtenstein,7-2-20,0,0,0
Lithuania,7-2-20,0,0,0
Luxembourg,7-2-20,0,0,0
Madagascar,7-2-20,0,0,0
Malaysia,7-2-20,12,0,1
Maldives,7-2-20,0,0,0
Malta,7-2-20,0,0,0
Mauritania,7-2-20,0,0,0
Mauritius,7-2-20,0,0,0
Mexico,7-2-20,0,0,0
Moldova,7-2-20,0,0,0
Monaco,7-2-20,0,0,0
Mongolia,7-2-20,0,0,0
Montenegro,7-2-20,0,0,0
Morocco,7-2-20,0,0,0
Namibia,7-2-20,0,0,0
Nepal,7-2-20,1,0,0
New Zealand,7-2-20,0,0,0
Nicaragua,7-2-20,0,0,0
Niger,7-2-20,0,0,0
Nigeria,7-2-20,0,0,0
North Macedonia,7-2-20,0,0,0
Norway,7-2-20,0,0,0
Oman,7-2-20,0,0,0
Pakistan,7-2-20,0,0,0
Panama,7-2-20,0,0,0
Papua New Guinea,7-2-20,0,0,0
Paraguay,7-2-20,0,0,0
Peru,7-2-20,0,0,0
Philippines,7-2-20,3,1,0
Poland,7-2-20,0,0,0
Portugal,7-2-20,0,0,0
Qatar,7-2-20,0,0,0
Romania,7-2-20,0,0,0
Russia,7-2-20,2,0,0
Rwanda,7-2-20,0,0,0
Saint Lucia,7-2-20,0,0,0
Saint Vincent and the Grenadines,7-2-20,0,0,0
San Marino,7-2-20,0,0,0
Saudi Arabia,7-2-20,0,0,0
Senegal,7-2-20,0,0,0
Serbia,7-2-20,0,0,0
Seychelles,7-2-20,0,0,0
Singapore,7-2-20,30,0,0
Slovakia,7-2-20,0,0,0
Slovenia,7-2-20,0,0,0
Somalia,7-2-20,0,0,0
South Africa,7-2-20,0,0,0
Spain,7-2-20,1,0,0
Sri Lanka,7-2-20,1,0,0
Sudan,7-2-20,0,0,0
Suriname,7-2-20,0,0,0
Sweden,7-2-20,1,0,0
Switzerland,7-2-20,0,0,0
Taiwan*,7-2-20,16,0,1
Tanzania,7-2-20,0,0,0
Thailand,7-2-20,25,0,5
Togo,7-2-20,0,0,0
Trinidad and Tobago,7-2-20,0,0,0
Tunisia,7-2-20,0,0,0
Turkey,7-2-20,0,0,0
Uganda,7-2-20,0,0,0
Ukraine,7-2-20,0,0,0
United Arab Emirates,7-2-20,5,0,0
Uruguay,7-2-20,0,0,0
US,7-2-20,11,0,0
Uzbekistan,7-2-20,0,0,0
Venezuela,7-2-20,0,0,0
Vietnam,7-2-20,10,0,1
Zambia,7-2-20,0,0,0
Zimbabwe,7-2-20,0,0,0
Dominica,7-2-20,0,0,0
Grenada,7-2-20,0,0,0
Mozambique,7-2-20,0,0,0
Syria,7-2-20,0,0,0
Timor-Leste,7-2-20,0,0,0
Belize,7-2-20,0,0,0
Laos,7-2-20,0,0,0
Libya,7-2-20,0,0,0
West Bank and Gaza,7-2-20,0,0,0
Guinea-Bissau,7-2-20,0,0,0
Mali,7-2-20,0,0,0
Saint Kitts and Nevis,7-2-20,0,0,0
Kosovo,7-2-20,0,0,0
Burma,7-2-20,0,0,0
MS Zaandam,7-2-20,0,0,0
Botswana,7-2-20,0,0,0
Burundi,7-2-20,0,0,0
Sierra Leone,7-2-20,0,0,0
Malawi,7-2-20,0,0,0
Australia,8-2-20,15,0,2
Canada,8-2-20,7,0,0
China,8-2-20,36814,805,2596
Denmark,8-2-20,0,0,0
France,8-2-20,11,0,0
Netherlands,8-2-20,0,0,0
United Kingdom,8-2-20,3,0,0
Afghanistan,8-2-20,0,0,0
Albania,8-2-20,0,0,0
Algeria,8-2-20,0,0,0
Andorra,8-2-20,0,0,0
Angola,8-2-20,0,0,0
Antigua and Barbuda,8-2-20,0,0,0
Argentina,8-2-20,0,0,0
Armenia,8-2-20,0,0,0
Austria,8-2-20,0,0,0
Azerbaijan,8-2-20,0,0,0
Bahamas,8-2-20,0,0,0
Bahrain,8-2-20,0,0,0
Bangladesh,8-2-20,0,0,0
Barbados,8-2-20,0,0,0
Belarus,8-2-20,0,0,0
Belgium,8-2-20,1,0,0
Benin,8-2-20,0,0,0
Bhutan,8-2-20,0,0,0
Bolivia,8-2-20,0,0,0
Bosnia and Herzegovina,8-2-20,0,0,0
Brazil,8-2-20,0,0,0
Brunei,8-2-20,0,0,0
Bulgaria,8-2-20,0,0,0
Burkina Faso,8-2-20,0,0,0
Cabo Verde,8-2-20,0,0,0
Cambodia,8-2-20,1,0,0
Cameroon,8-2-20,0,0,0
Central African Republic,8-2-20,0,0,0
Chad,8-2-20,0,0,0
Chile,8-2-20,0,0,0
Colombia,8-2-20,0,0,0
Congo (Brazzaville),8-2-20,0,0,0
Congo (Kinshasa),8-2-20,0,0,0
Costa Rica,8-2-20,0,0,0
Cote d'Ivoire,8-2-20,0,0,0
Croatia,8-2-20,0,0,0
Diamond Princess,8-2-20,61,0,0
Cuba,8-2-20,0,0,0
Cyprus,8-2-20,0,0,0
Czechia,8-2-20,0,0,0
Djibouti,8-2-20,0,0,0
Dominican Republic,8-2-20,0,0,0
Ecuador,8-2-20,0,0,0
Egypt,8-2-20,0,0,0
El Salvador,8-2-20,0,0,0
Equatorial Guinea,8-2-20,0,0,0
Eritrea,8-2-20,0,0,0
Estonia,8-2-20,0,0,0
Eswatini,8-2-20,0,0,0
Ethiopia,8-2-20,0,0,0
Fiji,8-2-20,0,0,0
Finland,8-2-20,1,0,0
Gabon,8-2-20,0,0,0
Gambia,8-2-20,0,0,0
Georgia,8-2-20,0,0,0
Germany,8-2-20,13,0,0
Ghana,8-2-20,0,0,0
Greece,8-2-20,0,0,0
Guatemala,8-2-20,0,0,0
Guinea,8-2-20,0,0,0
Guyana,8-2-20,0,0,0
Haiti,8-2-20,0,0,0
Holy See,8-2-20,0,0,0
Honduras,8-2-20,0,0,0
Hungary,8-2-20,0,0,0
Iceland,8-2-20,0,0,0
India,8-2-20,3,0,0
Indonesia,8-2-20,0,0,0
Iran,8-2-20,0,0,0
Iraq,8-2-20,0,0,0
Ireland,8-2-20,0,0,0
Israel,8-2-20,0,0,0
Italy,8-2-20,3,0,0
Jamaica,8-2-20,0,0,0
Japan,8-2-20,25,0,1
Jordan,8-2-20,0,0,0
Kazakhstan,8-2-20,0,0,0
Kenya,8-2-20,0,0,0
South Korea,8-2-20,24,0,1
Kuwait,8-2-20,0,0,0
Kyrgyzstan,8-2-20,0,0,0
Latvia,8-2-20,0,0,0
Lebanon,8-2-20,0,0,0
Liberia,8-2-20,0,0,0
Liechtenstein,8-2-20,0,0,0
Lithuania,8-2-20,0,0,0
Luxembourg,8-2-20,0,0,0
Madagascar,8-2-20,0,0,0
Malaysia,8-2-20,16,0,1
Maldives,8-2-20,0,0,0
Malta,8-2-20,0,0,0
Mauritania,8-2-20,0,0,0
Mauritius,8-2-20,0,0,0
Mexico,8-2-20,0,0,0
Moldova,8-2-20,0,0,0
Monaco,8-2-20,0,0,0
Mongolia,8-2-20,0,0,0
Montenegro,8-2-20,0,0,0
Morocco,8-2-20,0,0,0
Namibia,8-2-20,0,0,0
Nepal,8-2-20,1,0,0
New Zealand,8-2-20,0,0,0
Nicaragua,8-2-20,0,0,0
Niger,8-2-20,0,0,0
Nigeria,8-2-20,0,0,0
North Macedonia,8-2-20,0,0,0
Norway,8-2-20,0,0,0
Oman,8-2-20,0,0,0
Pakistan,8-2-20,0,0,0
Panama,8-2-20,0,0,0
Papua New Guinea,8-2-20,0,0,0
Paraguay,8-2-20,0,0,0
Peru,8-2-20,0,0,0
Philippines,8-2-20,3,1,0
Poland,8-2-20,0,0,0
Portugal,8-2-20,0,0,0
Qatar,8-2-20,0,0,0
Romania,8-2-20,0,0,0
Russia,8-2-20,2,0,0
Rwanda,8-2-20,0,0,0
Saint Lucia,8-2-20,0,0,0
Saint Vincent and the Grenadines,8-2-20,0,0,0
San Marino,8-2-20,0,0,0
Saudi Arabia,8-2-20,0,0,0
Senegal,8-2-20,0,0,0
Serbia,8-2-20,0,0,0
Seychelles,8-2-20,0,0,0
Singapore,8-2-20,33,0,2
Slovakia,8-2-20,0,0,0
Slovenia,8-2-20,0,0,0
Somalia,8-2-20,0,0,0
South Africa,8-2-20,0,0,0
Spain,8-2-20,1,0,0
Sri Lanka,8-2-20,1,0,1
Sudan,8-2-20,0,0,0
Suriname,8-2-20,0,0,0
Sweden,8-2-20,1,0,0
Switzerland,8-2-20,0,0,0
Taiwan*,8-2-20,17,0,1
Tanzania,8-2-20,0,0,0
Thailand,8-2-20,32,0,10
Togo,8-2-20,0,0,0
Trinidad and Tobago,8-2-20,0,0,0
Tunisia,8-2-20,0,0,0
Turkey,8-2-20,0,0,0
Uganda,8-2-20,0,0,0
Ukraine,8-2-20,0,0,0
United Arab Emirates,8-2-20,7,0,0
Uruguay,8-2-20,0,0,0
US,8-2-20,11,0,0
Uzbekistan,8-2-20,0,0,0
Venezuela,8-2-20,0,0,0
Vietnam,8-2-20,13,0,1
Zambia,8-2-20,0,0,0
Zimbabwe,8-2-20,0,0,0
Dominica,8-2-20,0,0,0
Grenada,8-2-20,0,0,0
Mozambique,8-2-20,0,0,0
Syria,8-2-20,0,0,0
Timor-Leste,8-2-20,0,0,0
Belize,8-2-20,0,0,0
Laos,8-2-20,0,0,0
Libya,8-2-20,0,0,0
West Bank and Gaza,8-2-20,0,0,0
Guinea-Bissau,8-2-20,0,0,0
Mali,8-2-20,0,0,0
Saint Kitts and Nevis,8-2-20,0,0,0
Kosovo,8-2-20,0,0,0
Burma,8-2-20,0,0,0
MS Zaandam,8-2-20,0,0,0
Botswana,8-2-20,0,0,0
Burundi,8-2-20,0,0,0
Sierra Leone,8-2-20,0,0,0
Malawi,8-2-20,0,0,0
Australia,9-2-20,15,0,2
Canada,9-2-20,7,0,0
China,9-2-20,39829,905,3219
Denmark,9-2-20,0,0,0
France,9-2-20,11,0,0
Netherlands,9-2-20,0,0,0
United Kingdom,9-2-20,3,0,0
Afghanistan,9-2-20,0,0,0
Albania,9-2-20,0,0,0
Algeria,9-2-20,0,0,0
Andorra,9-2-20,0,0,0
Angola,9-2-20,0,0,0
Antigua and Barbuda,9-2-20,0,0,0
Argentina,9-2-20,0,0,0
Armenia,9-2-20,0,0,0
Austria,9-2-20,0,0,0
Azerbaijan,9-2-20,0,0,0
Bahamas,9-2-20,0,0,0
Bahrain,9-2-20,0,0,0
Bangladesh,9-2-20,0,0,0
Barbados,9-2-20,0,0,0
Belarus,9-2-20,0,0,0
Belgium,9-2-20,1,0,0
Benin,9-2-20,0,0,0
Bhutan,9-2-20,0,0,0
Bolivia,9-2-20,0,0,0
Bosnia and Herzegovina,9-2-20,0,0,0
Brazil,9-2-20,0,0,0
Brunei,9-2-20,0,0,0
Bulgaria,9-2-20,0,0,0
Burkina Faso,9-2-20,0,0,0
Cabo Verde,9-2-20,0,0,0
Cambodia,9-2-20,1,0,0
Cameroon,9-2-20,0,0,0
Central African Republic,9-2-20,0,0,0
Chad,9-2-20,0,0,0
Chile,9-2-20,0,0,0
Colombia,9-2-20,0,0,0
Congo (Brazzaville),9-2-20,0,0,0
Congo (Kinshasa),9-2-20,0,0,0
Costa Rica,9-2-20,0,0,0
Cote d'Ivoire,9-2-20,0,0,0
Croatia,9-2-20,0,0,0
Diamond Princess,9-2-20,64,0,0
Cuba,9-2-20,0,0,0
Cyprus,9-2-20,0,0,0
Czechia,9-2-20,0,0,0
Djibouti,9-2-20,0,0,0
Dominican Republic,9-2-20,0,0,0
Ecuador,9-2-20,0,0,0
Egypt,9-2-20,0,0,0
El Salvador,9-2-20,0,0,0
Equatorial Guinea,9-2-20,0,0,0
Eritrea,9-2-20,0,0,0
Estonia,9-2-20,0,0,0
Eswatini,9-2-20,0,0,0
Ethiopia,9-2-20,0,0,0
Fiji,9-2-20,0,0,0
Finland,9-2-20,1,0,0
Gabon,9-2-20,0,0,0
Gambia,9-2-20,0,0,0
Georgia,9-2-20,0,0,0
Germany,9-2-20,14,0,0
Ghana,9-2-20,0,0,0
Greece,9-2-20,0,0,0
Guatemala,9-2-20,0,0,0
Guinea,9-2-20,0,0,0
Guyana,9-2-20,0,0,0
Haiti,9-2-20,0,0,0
Holy See,9-2-20,0,0,0
Honduras,9-2-20,0,0,0
Hungary,9-2-20,0,0,0
Iceland,9-2-20,0,0,0
India,9-2-20,3,0,0
Indonesia,9-2-20,0,0,0
Iran,9-2-20,0,0,0
Iraq,9-2-20,0,0,0
Ireland,9-2-20,0,0,0
Israel,9-2-20,0,0,0
Italy,9-2-20,3,0,0
Jamaica,9-2-20,0,0,0
Japan,9-2-20,26,0,1
Jordan,9-2-20,0,0,0
Kazakhstan,9-2-20,0,0,0
Kenya,9-2-20,0,0,0
South Korea,9-2-20,25,0,3
Kuwait,9-2-20,0,0,0
Kyrgyzstan,9-2-20,0,0,0
Latvia,9-2-20,0,0,0
Lebanon,9-2-20,0,0,0
Liberia,9-2-20,0,0,0
Liechtenstein,9-2-20,0,0,0
Lithuania,9-2-20,0,0,0
Luxembourg,9-2-20,0,0,0
Madagascar,9-2-20,0,0,0
Malaysia,9-2-20,16,0,1
Maldives,9-2-20,0,0,0
Malta,9-2-20,0,0,0
Mauritania,9-2-20,0,0,0
Mauritius,9-2-20,0,0,0
Mexico,9-2-20,0,0,0
Moldova,9-2-20,0,0,0
Monaco,9-2-20,0,0,0
Mongolia,9-2-20,0,0,0
Montenegro,9-2-20,0,0,0
Morocco,9-2-20,0,0,0
Namibia,9-2-20,0,0,0
Nepal,9-2-20,1,0,0
New Zealand,9-2-20,0,0,0
Nicaragua,9-2-20,0,0,0
Niger,9-2-20,0,0,0
Nigeria,9-2-20,0,0,0
North Macedonia,9-2-20,0,0,0
Norway,9-2-20,0,0,0
Oman,9-2-20,0,0,0
Pakistan,9-2-20,0,0,0
Panama,9-2-20,0,0,0
Papua New Guinea,9-2-20,0,0,0
Paraguay,9-2-20,0,0,0
Peru,9-2-20,0,0,0
Philippines,9-2-20,3,1,0
Poland,9-2-20,0,0,0
Portugal,9-2-20,0,0,0
Qatar,9-2-20,0,0,0
Romania,9-2-20,0,0,0
Russia,9-2-20,2,0,0
Rwanda,9-2-20,0,0,0
